,STFIPS,CTFIPS,COUNTY,ST,STATE
2733,48,423,Smith,TX,Texas
2734,48,425,Somervell,TX,Texas
2735,48,427,Starr,TX,Texas
2736,48,429,Stephens,TX,Texas
2737,48,431,Sterling,TX,Texas
2738,48,433,Stonewall,TX,Texas
2739,48,435,Sutton,TX,Texas
2740,48,437,Swisher,TX,Texas
2741,48,439,Tarrant,TX,Texas
2742,48,441,Taylor,TX,Texas
2743,48,443,Terrell,TX,Texas
2744,48,445,Terry,TX,Texas
2745,48,447,Throckmorton,TX,Texas
2746,48,449,Titus,TX,Texas
2747,48,451,Tom Green,TX,Texas
2748,48,453,Travis,TX,Texas
2749,48,455,Trinity,TX,Texas
2750,48,457,Tyler,TX,Texas
2751,48,459,Upshur,TX,Texas
2752,48,461,Upton,TX,Texas
2753,48,463,Uvalde,TX,Texas
2754,48,465,Val Verde,TX,Texas
2755,48,467,Van Zandt,TX,Texas
2756,48,469,Victoria,TX,Texas
2757,48,471,Walker,TX,Texas
2758,48,473,Waller,TX,Texas
2759,48,475,Ward,TX,Texas
2760,48,477,Washington,TX,Texas
2761,48,479,Webb,TX,Texas
2762,48,481,Wharton,TX,Texas
2763,48,483,Wheeler,TX,Texas
2764,48,485,Wichita,TX,Texas
2765,48,487,Wilbarger,TX,Texas
2766,48,489,Willacy,TX,Texas
2767,48,491,Williamson,TX,Texas
2768,48,493,Wilson,TX,Texas
2769,48,495,Winkler,TX,Texas
2770,48,497,Wise,TX,Texas
2771,48,499,Wood,TX,Texas
2772,48,501,Yoakum,TX,Texas
2773,48,503,Young,TX,Texas
2774,48,505,Zapata,TX,Texas
2775,48,507,Zavala,TX,Texas
2776,49,1,Beaver,UT,Utah
2777,49,3,Box Elder,UT,Utah
2778,49,5,Cache,UT,Utah
2779,49,7,Carbon,UT,Utah
2780,49,9,Daggett,UT,Utah
2781,49,11,Davis,UT,Utah
2782,49,13,Duchesne,UT,Utah
2783,49,15,Emery,UT,Utah
2784,49,17,Garfield,UT,Utah
2785,49,19,Grand,UT,Utah
2786,49,21,Iron,UT,Utah
2787,49,23,Juab,UT,Utah
2788,49,25,Kane,UT,Utah
2789,49,27,Millard,UT,Utah
2790,49,29,Morgan,UT,Utah
2791,49,31,Piute,UT,Utah
2792,49,33,Rich,UT,Utah
2793,49,35,Salt Lake,UT,Utah
2794,49,37,San Juan,UT,Utah
2795,49,39,Sanpete,UT,Utah
2796,49,41,Sevier,UT,Utah
2797,49,43,Summit,UT,Utah
2798,49,45,Tooele,UT,Utah
2799,49,47,Uintah,UT,Utah
2800,49,49,Utah,UT,Utah
2801,49,51,Wasatch,UT,Utah
2802,49,53,Washington,UT,Utah
2803,49,55,Wayne,UT,Utah
2804,49,57,Weber,UT,Utah
2805,50,1,Addison,VT,Vermont
2806,50,3,Bennington,VT,Vermont
2807,50,5,Caledonia,VT,Vermont
2808,50,7,Chittenden,VT,Vermont
2809,50,9,Essex,VT,Vermont
2810,50,11,Franklin,VT,Vermont
2811,50,13,Grand Isle,VT,Vermont
2812,50,15,Lamoille,VT,Vermont
2813,50,17,Orange,VT,Vermont
2814,50,19,Orleans,VT,Vermont
2815,50,21,Rutland,VT,Vermont
2816,50,23,Washington,VT,Vermont
2817,50,25,Windham,VT,Vermont
2818,50,27,Windsor,VT,Vermont
2819,51,1,Accomack,VA,Virginia
2820,51,3,Albemarle,VA,Virginia
2821,51,5,Alleghany,VA,Virginia
2822,51,7,Amelia,VA,Virginia
2823,51,9,Amherst,VA,Virginia
2824,51,11,Appomattox,VA,Virginia
2825,51,13,Arlington,VA,Virginia
2826,51,15,Augusta,VA,Virginia
2827,51,17,Bath,VA,Virginia
2828,51,19,Bedford,VA,Virginia
2829,51,21,Bland,VA,Virginia
2830,51,23,Botetourt,VA,Virginia
2831,51,25,Brunswick,VA,Virginia
2832,51,27,Buchanan,VA,Virginia
2833,51,29,Buckingham,VA,Virginia
2834,51,31,Campbell,VA,Virginia
2835,51,33,Caroline,VA,Virginia
2836,51,35,Carroll,VA,Virginia
2837,51,36,Charles City (city),VA,Virginia
2838,51,37,Charlotte,VA,Virginia
2839,51,41,Chesterfield,VA,Virginia
2840,51,43,Clarke,VA,Virginia
2841,51,45,Craig,VA,Virginia
2842,51,47,Culpeper,VA,Virginia
2843,51,49,Cumberland,VA,Virginia
2844,51,51,Dickenson,VA,Virginia
2845,51,53,Dinwiddie,VA,Virginia
2846,51,57,Essex,VA,Virginia
2847,51,59,Fairfax,VA,Virginia
2848,51,61,Fauquier,VA,Virginia
2849,51,63,Floyd,VA,Virginia
2850,51,65,Fluvanna,VA,Virginia
2851,51,67,Franklin,VA,Virginia
2852,51,69,Frederick,VA,Virginia
2853,51,71,Giles,VA,Virginia
2854,51,73,Gloucester,VA,Virginia
2855,51,75,Goochland,VA,Virginia
2856,51,77,Grayson,VA,Virginia
2857,51,79,Greene,VA,Virginia
2858,51,81,Greensville,VA,Virginia
2859,51,83,Halifax,VA,Virginia
2860,51,85,Hanover,VA,Virginia
2861,51,87,Henrico,VA,Virginia
2862,51,89,Henry,VA,Virginia
2863,51,91,Highland,VA,Virginia
2864,51,93,Isle of Wight,VA,Virginia
2865,51,95,James City (city),VA,Virginia
2866,51,97,King and Queen,VA,Virginia
2867,51,99,King George,VA,Virginia
2868,51,101,King William,VA,Virginia
2869,51,103,Lancaster,VA,Virginia
2870,51,105,Lee,VA,Virginia
2871,51,107,Loudoun,VA,Virginia
2872,51,109,Louisa,VA,Virginia
2873,51,111,Lunenburg,VA,Virginia
2874,51,113,Madison,VA,Virginia
2875,51,115,Mathews,VA,Virginia
2876,51,117,Mecklenburg,VA,Virginia
2877,51,119,Middlesex,VA,Virginia
2878,51,121,Montgomery,VA,Virginia
2879,51,125,Nelson,VA,Virginia
2880,51,127,New Kent,VA,Virginia
2881,51,131,Northampton,VA,Virginia
2882,51,133,Northumberland,VA,Virginia
2883,51,135,Nottoway,VA,Virginia
2884,51,137,Orange,VA,Virginia
2885,51,139,Page,VA,Virginia
2886,51,141,Patrick,VA,Virginia
2887,51,143,Pittsylvania,VA,Virginia
2888,51,145,Powhatan,VA,Virginia
2889,51,147,Prince Edward,VA,Virginia
2890,51,149,Prince George,VA,Virginia
2891,51,153,Prince William,VA,Virginia
2892,51,155,Pulaski,VA,Virginia
2893,51,157,Rappahannock,VA,Virginia
2894,51,159,Richmond,VA,Virginia
2895,51,161,Roanoke,VA,Virginia
2896,51,163,Rockbridge,VA,Virginia
2897,51,165,Rockingham,VA,Virginia
2898,51,167,Russell,VA,Virginia
2899,51,169,Scott,VA,Virginia
2900,51,171,Shenandoah,VA,Virginia
2901,51,173,Smyth,VA,Virginia
2902,51,175,Southampton,VA,Virginia
2903,51,177,Spotsylvania,VA,Virginia
2904,51,179,Stafford,VA,Virginia
2905,51,181,Surry,VA,Virginia
2906,51,183,Sussex,VA,Virginia
2907,51,185,Tazewell,VA,Virginia
2908,51,187,Warren,VA,Virginia
2909,51,191,Washington,VA,Virginia
2910,51,193,Westmoreland,VA,Virginia
2911,51,195,Wise,VA,Virginia
2912,51,197,Wythe,VA,Virginia
2913,51,199,York,VA,Virginia
2914,51,510,Alexandria (city),VA,Virginia
2915,51,515,Bedford (city),VA,Virginia
2916,51,520,Bristol (city),VA,Virginia
2917,51,530,Buena Vista (city),VA,Virginia
2918,51,540,Charlottesville (city),VA,Virginia
2919,51,550,Chesapeake (city),VA,Virginia
2920,51,560,Clifton Forge (city),VA,Virginia
2921,51,570,Colonial Heights (city),VA,Virginia
2922,51,580,Covington (city),VA,Virginia
2923,51,590,Danville (city),VA,Virginia
2924,51,595,Emporia (city),VA,Virginia
2925,51,600,Fairfax (city),VA,Virginia
2926,51,610,Falls Church (city),VA,Virginia
2927,51,620,Franklin (city),VA,Virginia
2928,51,630,Fredericksburg (city),VA,Virginia
2929,51,640,Galax (city),VA,Virginia
2930,51,650,Hampton (city),VA,Virginia
2931,51,660,Harrisonburg (city),VA,Virginia
2932,51,670,Hopewell (city),VA,Virginia
2933,51,678,Lexington (city),VA,Virginia
2934,51,680,Lynchburg (city),VA,Virginia
2935,51,683,Manassas (city),VA,Virginia
2936,51,685,Manassas Park (city),VA,Virginia
2937,51,690,Martinsville (city),VA,Virginia
2938,51,700,Newport News (city),VA,Virginia
2939,51,710,Norfolk (city),VA,Virginia
2940,51,720,Norton (city),VA,Virginia
2941,51,730,Petersburg (city),VA,Virginia
2942,51,735,Poquoson (city),VA,Virginia
2943,51,740,Portsmouth (city),VA,Virginia
2944,51,750,Radford (city),VA,Virginia
2945,51,760,Richmond (city),VA,Virginia
2946,51,770,Roanoke (city),VA,Virginia
2947,51,775,Salem (city),VA,Virginia
2948,51,790,Staunton (city),VA,Virginia
2949,51,800,Suffolk (city),VA,Virginia
2950,51,810,Virginia Beach (city),VA,Virginia
2951,51,820,Waynesboro (city),VA,Virginia
2952,51,830,Williamsburg (city),VA,Virginia
2953,51,840,Winchester (city),VA,Virginia
2954,53,1,Adams,WA,Washington
2955,53,3,Asotin,WA,Washington
2956,53,5,Benton,WA,Washington
2957,53,7,Chelan,WA,Washington
2958,53,9,Clallam,WA,Washington
2959,53,11,Clark,WA,Washington
2960,53,13,Columbia,WA,Washington
2961,53,15,Cowlitz,WA,Washington
2962,53,17,Douglas,WA,Washington
2963,53,19,Ferry,WA,Washington
2964,53,21,Franklin,WA,Washington
2965,53,23,Garfield,WA,Washington
2966,53,25,Grant,WA,Washington
2967,53,27,Grays Harbor,WA,Washington
2968,53,29,Island,WA,Washington
2969,53,31,Jefferson,WA,Washington
2970,53,33,King,WA,Washington
2971,53,35,Kitsap,WA,Washington
2972,53,37,Kittitas,WA,Washington
2973,53,39,Klickitat,WA,Washington
2974,53,41,Lewis,WA,Washington
2975,53,43,Lincoln,WA,Washington
2976,53,45,Mason,WA,Washington
2977,53,47,Okanogan,WA,Washington
2978,53,49,Pacific,WA,Washington
2979,53,51,Pend Oreille,WA,Washington
2980,53,53,Pierce,WA,Washington
2981,53,55,San Juan,WA,Washington
2982,53,57,Skagit,WA,Washington
2983,53,59,Skamania,WA,Washington
2984,53,61,Snohomish,WA,Washington
2985,53,63,Spokane,WA,Washington
2986,53,65,Stevens,WA,Washington
2987,53,67,Thurston,WA,Washington
2988,53,69,Wahkiakum,WA,Washington
2989,53,71,Walla Walla,WA,Washington
2990,53,73,Whatcom,WA,Washington
2991,53,75,Whitman,WA,Washington
2992,53,77,Yakima,WA,Washington
2993,54,1,Barbour,WV,West Virginia
2994,54,3,Berkeley,WV,West Virginia
2995,54,5,Boone,WV,West Virginia
2996,54,7,Braxton,WV,West Virginia
2997,54,9,Brooke,WV,West Virginia
2998,54,11,Cabell,WV,West Virginia
2999,54,13,Calhoun,WV,West Virginia
3000,54,15,Clay,WV,West Virginia
3001,54,17,Doddridge,WV,West Virginia
3002,54,19,Fayette,WV,West Virginia
3003,54,21,Gilmer,WV,West Virginia
3004,54,23,Grant,WV,West Virginia
3005,54,25,Greenbrier,WV,West Virginia
3006,54,27,Hampshire,WV,West Virginia
3007,54,29,Hancock,WV,West Virginia
3008,54,31,Hardy,WV,West Virginia
3009,54,33,Harrison,WV,West Virginia
3010,54,35,Jackson,WV,West Virginia
3011,54,37,Jefferson,WV,West Virginia
3012,54,39,Kanawha,WV,West Virginia
3013,54,41,Lewis,WV,West Virginia
3014,54,43,Lincoln,WV,West Virginia
3015,54,45,Logan,WV,West Virginia
3016,54,47,McDowell,WV,West Virginia
3017,54,49,Marion,WV,West Virginia
3018,54,51,Marshall,WV,West Virginia
3019,54,53,Mason,WV,West Virginia
3020,54,55,Mercer,WV,West Virginia
3021,54,57,Mineral,WV,West Virginia
3022,54,59,Mingo,WV,West Virginia
3023,54,61,Monongalia,WV,West Virginia
3024,54,63,Monroe,WV,West Virginia
3025,54,65,Morgan,WV,West Virginia
3026,54,67,Nicholas,WV,West Virginia
3027,54,69,Ohio,WV,West Virginia
3028,54,71,Pendleton,WV,West Virginia
3029,54,73,Pleasants,WV,West Virginia
3030,54,75,Pocahontas,WV,West Virginia
3031,54,77,Preston,WV,West Virginia
3032,54,79,Putnam,WV,West Virginia
3033,54,81,Raleigh,WV,West Virginia
3034,54,83,Randolph,WV,West Virginia
3035,54,85,Ritchie,WV,West Virginia
3036,54,87,Roane,WV,West Virginia
3037,54,89,Summers,WV,West Virginia
3038,54,91,Taylor,WV,West Virginia
3039,54,93,Tucker,WV,West Virginia
3040,54,95,Tyler,WV,West Virginia
3041,54,97,Upshur,WV,West Virginia
3042,54,99,Wayne,WV,West Virginia
3043,54,101,Webster,WV,West Virginia
3044,54,103,Wetzel,WV,West Virginia
3045,54,105,Wirt,WV,West Virginia
3046,54,107,Wood,WV,West Virginia
3047,54,109,Wyoming,WV,West Virginia
3048,55,1,Adams,WI,Wisconsin
3049,55,3,Ashland,WI,Wisconsin
3050,55,5,Barron,WI,Wisconsin
3051,55,7,Bayfield,WI,Wisconsin
3052,55,9,Brown,WI,Wisconsin
3053,55,11,Buffalo,WI,Wisconsin
3054,55,13,Burnett,WI,Wisconsin
3055,55,15,Calumet,WI,Wisconsin
3056,55,17,Chippewa,WI,Wisconsin
3057,55,19,Clark,WI,Wisconsin
3058,55,21,Columbia,WI,Wisconsin
3059,55,23,Crawford,WI,Wisconsin
3060,55,25,Dane,WI,Wisconsin
3061,55,27,Dodge,WI,Wisconsin
3062,55,29,Door,WI,Wisconsin
3063,55,31,Douglas,WI,Wisconsin
3064,55,33,Dunn,WI,Wisconsin
3065,55,35,Eau Claire,WI,Wisconsin
3066,55,37,Florence,WI,Wisconsin
3067,55,39,Fond du Lac,WI,Wisconsin
3068,55,41,Forest,WI,Wisconsin
3069,55,43,Grant,WI,Wisconsin
3070,55,45,Green,WI,Wisconsin
3071,55,47,Green Lake,WI,Wisconsin
3072,55,49,Iowa,WI,Wisconsin
3073,55,51,Iron,WI,Wisconsin
3074,55,53,Jackson,WI,Wisconsin
3075,55,55,Jefferson,WI,Wisconsin
3076,55,57,Juneau,WI,Wisconsin
3077,55,59,Kenosha,WI,Wisconsin
3078,55,61,Kewaunee,WI,Wisconsin
3079,55,63,La Crosse,WI,Wisconsin
3080,55,65,Lafayette,WI,Wisconsin
3081,55,67,Langlade,WI,Wisconsin
3082,55,69,Lincoln,WI,Wisconsin
3083,55,71,Manitowoc,WI,Wisconsin
3084,55,73,Marathon,WI,Wisconsin
3085,55,75,Marinette,WI,Wisconsin
3086,55,77,Marquette,WI,Wisconsin
3087,55,78,Menominee,WI,Wisconsin
3088,55,79,Milwaukee,WI,Wisconsin
3089,55,81,Monroe,WI,Wisconsin
3090,55,83,Oconto,WI,Wisconsin
3091,55,85,Oneida,WI,Wisconsin
3092,55,87,Outagamie,WI,Wisconsin
3093,55,89,Ozaukee,WI,Wisconsin
3094,55,91,Pepin,WI,Wisconsin
3095,55,93,Pierce,WI,Wisconsin
3096,55,95,Polk,WI,Wisconsin
3097,55,97,Portage,WI,Wisconsin
3098,55,99,Price,WI,Wisconsin
3099,55,101,Racine,WI,Wisconsin
3100,55,103,Richland,WI,Wisconsin
3101,55,105,Rock,WI,Wisconsin
3102,55,107,Rusk,WI,Wisconsin
3103,55,109,St. Croix,WI,Wisconsin
3104,55,111,Sauk,WI,Wisconsin
3105,55,113,Sawyer,WI,Wisconsin
3106,55,115,Shawano,WI,Wisconsin
3107,55,117,Sheboygan,WI,Wisconsin
3108,55,119,Taylor,WI,Wisconsin
3109,55,121,Trempealeau,WI,Wisconsin
3110,55,123,Vernon,WI,Wisconsin
3111,55,125,Vilas,WI,Wisconsin
3112,55,127,Walworth,WI,Wisconsin
3113,55,129,Washburn,WI,Wisconsin
3114,55,131,Washington,WI,Wisconsin
3115,55,133,Waukesha,WI,Wisconsin
3116,55,135,Waupaca,WI,Wisconsin
3117,55,137,Waushara,WI,Wisconsin
3118,55,139,Winnebago,WI,Wisconsin
3119,55,141,Wood,WI,Wisconsin
3120,56,1,Albany,WY,Wyoming
3121,56,3,Big Horn,WY,Wyoming
3122,56,5,Campbell,WY,Wyoming
3123,56,7,Carbon,WY,Wyoming
3124,56,9,Converse,WY,Wyoming
3125,56,11,Crook,WY,Wyoming
3126,56,13,Fremont,WY,Wyoming
3127,56,15,Goshen,WY,Wyoming
3128,56,17,Hot Springs,WY,Wyoming
3129,56,19,Johnson,WY,Wyoming
3130,56,21,Laramie,WY,Wyoming
3131,56,23,Lincoln,WY,Wyoming
3132,56,25,Natrona,WY,Wyoming
3133,56,27,Niobrara,WY,Wyoming
3134,56,29,Park,WY,Wyoming
3135,56,31,Platte,WY,Wyoming
3136,56,33,Sheridan,WY,Wyoming
3137,56,35,Sublette,WY,Wyoming
3138,56,37,Sweetwater,WY,Wyoming
3139,56,39,Teton,WY,Wyoming
3140,56,41,Uinta,WY,Wyoming
3141,56,43,Washakie,WY,Wyoming
3142,56,45,Weston,WY,Wyoming
3143,60,10,Eastern District,AS,American Samoa
3144,60,20,Manu'a District,AS,American Samoa
3145,60,30,Rose Island,AS,American Samoa
3146,60,40,Swains Island,AS,American Samoa
3147,60,50,Western District,AS,American Samoa
3148,66,10,Guam,GU,Guam
3149,69,85,Northern Islands,MP,Commonwealth of the Northern Mariana Islands
3150,69,100,Rota,MP,Commonwealth of the Northern Mariana Islands
3151,69,110,Saipan,MP,Commonwealth of the Northern Mariana Islands
3152,69,120,Tinian,MP,Commonwealth of the Northern Mariana Islands
3153,72,1,Adjuntas,PR,Puerto Rico
3154,72,3,Aguada,PR,Puerto Rico
3155,72,5,Aguadilla,PR,Puerto Rico
3156,72,7,Aguas Buenas,PR,Puerto Rico
3157,72,9,Aibonito,PR,Puerto Rico
3158,72,11,Anasco,PR,Puerto Rico
3159,72,13,Arecibo,PR,Puerto Rico
3160,72,15,Arroyo,PR,Puerto Rico
3161,72,17,Barceloneta,PR,Puerto Rico
3162,72,19,Barranquitas,PR,Puerto Rico
3163,72,21,Bayamo'n,PR,Puerto Rico
3164,72,23,Cabo Rojo,PR,Puerto Rico
3165,72,25,Caguas,PR,Puerto Rico
3166,72,27,Camuy,PR,Puerto Rico
3167,72,29,Canovanas,PR,Puerto Rico
3168,72,31,Carolina,PR,Puerto Rico
3169,72,33,Catano,PR,Puerto Rico
3170,72,35,Cayey,PR,Puerto Rico
3171,72,37,Ceiba,PR,Puerto Rico
3172,72,39,Ciales,PR,Puerto Rico
3173,72,41,Cidra,PR,Puerto Rico
3174,72,43,Coamo,PR,Puerto Rico
3175,72,45,Comerio,PR,Puerto Rico
3176,72,47,Corozal,PR,Puerto Rico
3177,72,49,Culebra,PR,Puerto Rico
3178,72,51,Dorado,PR,Puerto Rico
3179,72,53,Fajardo,PR,Puerto Rico
3180,72,54,Florida,PR,Puerto Rico
3181,72,55,Guanica,PR,Puerto Rico
3182,72,57,Guayama,PR,Puerto Rico
3183,72,59,Guayanilla,PR,Puerto Rico
3184,72,61,Guaynabo,PR,Puerto Rico
3185,72,63,Gurabo,PR,Puerto Rico
3186,72,65,Hatillo,PR,Puerto Rico
3187,72,67,Hormigueros,PR,Puerto Rico
3188,72,69,Humacao,PR,Puerto Rico
3189,72,71,lsabela,PR,Puerto Rico
3190,72,73,Jayuya,PR,Puerto Rico
3191,72,75,Juana Diaz,PR,Puerto Rico
3192,72,77,Juncos,PR,Puerto Rico
3193,72,79,Lajas,PR,Puerto Rico
3194,72,81,Lares,PR,Puerto Rico
3195,72,83,Las Marias,PR,Puerto Rico
3196,72,85,Las Piedras,PR,Puerto Rico
3197,72,87,Loiza,PR,Puerto Rico
3198,72,89,Luquillo,PR,Puerto Rico
3199,72,91,Manati,PR,Puerto Rico
3200,72,93,Maricao,PR,Puerto Rico
3201,72,95,Maunabo,PR,Puerto Rico
3202,72,97,Mayaguez,PR,Puerto Rico
3203,72,99,Moca,PR,Puerto Rico
3204,72,101,Morovis,PR,Puerto Rico
3205,72,103,Naguabo,PR,Puerto Rico
3206,72,105,Naranjito,PR,Puerto Rico
3207,72,107,Orocovis,PR,Puerto Rico
3208,72,109,Patillas,PR,Puerto Rico
3209,72,111,Penuelas,PR,Puerto Rico
3210,72,113,Ponce,PR,Puerto Rico
3211,72,115,Quebradillas,PR,Puerto Rico
3212,72,117,Rincon,PR,Puerto Rico
3213,72,119,Rio Grande,PR,Puerto Rico
3214,72,121,Sabana Grande,PR,Puerto Rico
3215,72,123,Salinas,PR,Puerto Rico
3216,72,125,San German,PR,Puerto Rico
3217,72,127,San Juan,PR,Puerto Rico
3218,72,129,San Lorenzo,PR,Puerto Rico
3219,72,131,San Sebastian,PR,Puerto Rico
3220,72,133,Santa Isabel,PR,Puerto Rico
3221,72,135,Toa Alta,PR,Puerto Rico
3222,72,137,Toa Baja,PR,Puerto Rico
3223,72,139,Trujillo Alto,PR,Puerto Rico
3224,72,141,Utuado,PR,Puerto Rico
3225,72,143,Vega Alta,PR,Puerto Rico
3226,72,145,Vega Baja,PR,Puerto Rico
3227,72,147,Vieques,PR,Puerto Rico
3228,72,149,Villalba,PR,Puerto Rico
3229,72,151,Yabucoa,PR,Puerto Rico
3230,72,153,Yauco,PR,Puerto Rico
3231,78,10,St. Croix,VI,U.S. Virgin Islands
3232,78,20,St. John,VI,U.S. Virgin Islands
3233,78,30,St. Thomas,VI,U.S. Virgin Islands
3234,64,2,Chuuk*,FM,Federated States of Micronesia
3235,64,5,Kosrae,FM,Federated States of Micronesia
3236,64,40,Pohnpeit*,FM,Federated States of Micronesia
3237,64,60,Yap,FM,Federated States of Micronesia
3238,68,7,Ailinginae,MH,Marshall Islands
3239,68,10,Ailinglaplap,MH,Marshall Islands
3240,68,30,Ailuk,MH,Marshall Islands
3241,68,40,Arno,MH,Marshall Islands
3242,68,50,Aur,MH,Marshall Islands
3243,68,60,Bikar,MH,Marshall Islands
3244,68,70,Bikini,MH,Marshall Islands
3245,68,73,Bokak,MH,Marshall Islands
3246,68,80,Ebon,MH,Marshall Islands
3247,68,90,Enewetak,MH,Marshall Islands
3248,68,100,Erikub,MH,Marshall Islands
3249,68,110,Jabat,MH,Marshall Islands
3250,68,120,Jaluit,MH,Marshall Islands
3251,68,130,Jemo*,MH,Marshall Islands
3252,68,140,Kili,MH,Marshall Islands
3253,68,150,Kwajalein,MH,Marshall Islands
3254,68,160,Lae,MH,Marshall Islands
3255,68,170,Lib,MH,Marshall Islands
3256,68,180,Likiep,MH,Marshall Islands
3257,68,190,Majuro,MH,Marshall Islands
3258,68,300,Maloelap,MH,Marshall Islands
3259,68,310,Mejit,MH,Marshall Islands
3260,68,320,Mili,MH,Marshall Islands
3261,68,330,Namorik,MH,Marshall Islands
3262,68,340,Namu,MH,Marshall Islands
3263,68,350,Rongelap,MH,Marshall Islands
3264,68,360,Rongrik,MH,Marshall Islands
3265,68,385,Toke,MH,Marshall Islands
3266,68,390,Ujae,MH,Marshall Islands
3267,68,400,Ujelang,MH,Marshall Islands
3268,68,410,Utrik,MH,Marshall Islands
3269,68,420,Wotho,MH,Marshall Islands
3270,68,430,Wotle,MH,Marshall Islands
3271,70,2,Aimeliik,PW,Palau
3272,70,4,Airai,PW,Palau
3273,70,10,Angaur,PW,Palau
3274,70,50,Hatoboheit*,PW,Palau
3275,70,100,Kayangel,PW,Palau
3276,70,150,Koror,PW,Palau
3277,70,212,Melekeok*,PW,Palau
3278,70,214,Ngaraard,PW,Palau
3279,70,218,Ngarchelong,PW,Palau
3280,70,222,Ngardmau,PW,Palau
3281,70,224,Ngatpang,PW,Palau
3282,70,226,Ngchesar,PW,Palau
3283,70,227,Ngernmlengui*,PW,Palau
3284,70,228,Ngiwal,PW,Palau
3285,70,350,Peleliu,PW,Palau
3286,70,370,Sonsorol,PW,Palau
3287,74,50,Baker Island,UM,U.S. Minor Outlying Island
3288,74,100,Howland Island,UM,U.S. Minor Outlying Island
3289,74,150,Jarvis Island,UM,U.S. Minor Outlying Island
3290,74,200,Johnston Island,UM,U.S. Minor Outlying Island
3291,74,250,Kingman Reef,UM,U.S. Minor Outlying Island
3292,74,300,Midway Islands,UM,U.S. Minor Outlying Island
3293,74,350,Navassa Island,UM,U.S. Minor Outlying Island
3294,74,400,Palmyra Atoll,UM,U.S. Minor Outlying Island
3295,74,450,Wake Island,UM,U.S. Minor Outlying Island
