,STFIPS,CTFIPS,COUNTY,ST,STATE
2053,39,23,Clark,OH,Ohio
2054,39,25,Clermont,OH,Ohio
2055,39,27,Clinton,OH,Ohio
2056,39,29,Columbiana,OH,Ohio
2057,39,31,Coshocton,OH,Ohio
2058,39,33,Crawford,OH,Ohio
2059,39,35,Cuyahoga,OH,Ohio
2060,39,37,Darke,OH,Ohio
2061,39,39,Defiance,OH,Ohio
2062,39,41,Delaware,OH,Ohio
2063,39,43,Erie,OH,Ohio
2064,39,45,Fairfield,OH,Ohio
2065,39,47,Fayette,OH,Ohio
2066,39,49,Franklin,OH,Ohio
2067,39,51,Fulton,OH,Ohio
2068,39,53,Gallia,OH,Ohio
2069,39,55,Geauga,OH,Ohio
2070,39,57,Greene,OH,Ohio
2071,39,59,Guernsey,OH,Ohio
2072,39,61,Hamilton,OH,Ohio
2073,39,63,Hancock,OH,Ohio
2074,39,65,Hardin,OH,Ohio
2075,39,67,Harrison,OH,Ohio
2076,39,69,Henry,OH,Ohio
2077,39,71,Highland,OH,Ohio
2078,39,73,Hocking,OH,Ohio
2079,39,75,Holmes,OH,Ohio
2080,39,77,Huron,OH,Ohio
2081,39,79,Jackson,OH,Ohio
2082,39,81,Jefferson,OH,Ohio
2083,39,83,Knox,OH,Ohio
2084,39,85,Lake,OH,Ohio
2085,39,87,Lawrence,OH,Ohio
2086,39,89,Licking,OH,Ohio
2087,39,91,Logan,OH,Ohio
2088,39,93,Lorain,OH,Ohio
2089,39,95,Lucas,OH,Ohio
2090,39,97,Madison,OH,Ohio
2091,39,99,Mahoning,OH,Ohio
2092,39,101,Marion,OH,Ohio
2093,39,103,Medina,OH,Ohio
2094,39,105,Meigs,OH,Ohio
2095,39,107,Mercer,OH,Ohio
2096,39,109,Miami,OH,Ohio
2097,39,111,Monroe,OH,Ohio
2098,39,113,Montgomery,OH,Ohio
2099,39,115,Morgan,OH,Ohio
2100,39,117,Morrow,OH,Ohio
2101,39,119,Muskingum,OH,Ohio
2102,39,121,Noble,OH,Ohio
2103,39,123,Ottawa,OH,Ohio
2104,39,125,Paulding,OH,Ohio
2105,39,127,Perry,OH,Ohio
2106,39,129,Pickaway,OH,Ohio
2107,39,131,Pike,OH,Ohio
2108,39,133,Portage,OH,Ohio
2109,39,135,Preble,OH,Ohio
2110,39,137,Putnam,OH,Ohio
2111,39,139,Richland,OH,Ohio
2112,39,141,Ross,OH,Ohio
2113,39,143,Sandusky,OH,Ohio
2114,39,145,Scioto,OH,Ohio
2115,39,147,Seneca,OH,Ohio
2116,39,149,Shelby,OH,Ohio
2117,39,151,Stark,OH,Ohio
2118,39,153,Summit,OH,Ohio
2119,39,155,Trumbull,OH,Ohio
2120,39,157,Tuscarawas,OH,Ohio
2121,39,159,Union,OH,Ohio
2122,39,161,Van Wert,OH,Ohio
2123,39,163,Vinton,OH,Ohio
2124,39,165,Warren,OH,Ohio
2125,39,167,Washington,OH,Ohio
2126,39,169,Wayne,OH,Ohio
2127,39,171,Williams,OH,Ohio
2128,39,173,Wood,OH,Ohio
2129,39,175,Wyandot,OH,Ohio
2130,40,1,Adair,OK,Oklahoma
2131,40,3,Alfalfa,OK,Oklahoma
2132,40,5,Atoka,OK,Oklahoma
2133,40,7,Beaver,OK,Oklahoma
2134,40,9,Beckham,OK,Oklahoma
2135,40,11,Blaine,OK,Oklahoma
2136,40,13,Bryan,OK,Oklahoma
2137,40,15,Caddo,OK,Oklahoma
2138,40,17,Canadian,OK,Oklahoma
2139,40,19,Carter,OK,Oklahoma
2140,40,21,Cherokee,OK,Oklahoma
2141,40,23,Choctaw,OK,Oklahoma
2142,40,25,Cimarron,OK,Oklahoma
2143,40,27,Cleveland,OK,Oklahoma
2144,40,29,Coal,OK,Oklahoma
2145,40,31,Comanche,OK,Oklahoma
2146,40,33,Cotton,OK,Oklahoma
2147,40,35,Craig,OK,Oklahoma
2148,40,37,Creek,OK,Oklahoma
2149,40,39,Custer,OK,Oklahoma
2150,40,41,Delaware,OK,Oklahoma
2151,40,43,Dewey,OK,Oklahoma
2152,40,45,Ellis,OK,Oklahoma
2153,40,47,Garfield,OK,Oklahoma
2154,40,49,Garvin,OK,Oklahoma
2155,40,51,Grady,OK,Oklahoma
2156,40,53,Grant,OK,Oklahoma
2157,40,55,Greer,OK,Oklahoma
2158,40,57,Harmon,OK,Oklahoma
2159,40,59,Harper,OK,Oklahoma
2160,40,61,Haskell,OK,Oklahoma
2161,40,63,Hughes,OK,Oklahoma
2162,40,65,Jackson,OK,Oklahoma
2163,40,67,Jefferson,OK,Oklahoma
2164,40,69,Johnston,OK,Oklahoma
2165,40,71,Kay,OK,Oklahoma
2166,40,73,Kingfisher,OK,Oklahoma
2167,40,75,Kiowa,OK,Oklahoma
2168,40,77,Latimer,OK,Oklahoma
2169,40,79,Le Flore,OK,Oklahoma
2170,40,81,Lincoln,OK,Oklahoma
2171,40,83,Logan,OK,Oklahoma
2172,40,85,Love,OK,Oklahoma
2173,40,87,McClain,OK,Oklahoma
2174,40,89,McCurtain,OK,Oklahoma
2175,40,91,McIntosh,OK,Oklahoma
2176,40,93,Major,OK,Oklahoma
2177,40,95,Marshall,OK,Oklahoma
2178,40,97,Mayes,OK,Oklahoma
2179,40,99,Murray,OK,Oklahoma
2180,40,101,Muskogee,OK,Oklahoma
2181,40,103,Noble,OK,Oklahoma
2182,40,105,Nowata,OK,Oklahoma
2183,40,107,Okfuskee,OK,Oklahoma
2184,40,109,Oklahoma,OK,Oklahoma
2185,40,111,Okmulgee,OK,Oklahoma
2186,40,113,Osage,OK,Oklahoma
2187,40,115,Ottawa,OK,Oklahoma
2188,40,117,Pawnee,OK,Oklahoma
2189,40,119,Payne,OK,Oklahoma
2190,40,121,Pittsburg,OK,Oklahoma
2191,40,123,Pontotoc,OK,Oklahoma
2192,40,125,Pottawatomie,OK,Oklahoma
2193,40,127,Pushmataha,OK,Oklahoma
2194,40,129,Roger Mills,OK,Oklahoma
2195,40,131,Rogers,OK,Oklahoma
2196,40,133,Seminole,OK,Oklahoma
2197,40,135,Sequoyah,OK,Oklahoma
2198,40,137,Stephens,OK,Oklahoma
2199,40,139,Texas,OK,Oklahoma
2200,40,141,Tillman,OK,Oklahoma
2201,40,143,Tulsa,OK,Oklahoma
2202,40,145,Wagoner,OK,Oklahoma
2203,40,147,Washington,OK,Oklahoma
2204,40,149,Washita,OK,Oklahoma
2205,40,151,Woods,OK,Oklahoma
2206,40,153,Woodward,OK,Oklahoma
2207,41,1,Baker,OR,Oregon
2208,41,3,Benton,OR,Oregon
2209,41,5,Clackamas,OR,Oregon
2210,41,7,Clatsop,OR,Oregon
2211,41,9,Columbia,OR,Oregon
2212,41,11,Coos,OR,Oregon
2213,41,13,Crook,OR,Oregon
2214,41,15,Curry,OR,Oregon
2215,41,17,Deschutes,OR,Oregon
2216,41,19,Douglas,OR,Oregon
2217,41,21,Gilliam,OR,Oregon
2218,41,23,Grant,OR,Oregon
2219,41,25,Harney,OR,Oregon
2220,41,27,Hood River,OR,Oregon
2221,41,29,Jackson,OR,Oregon
2222,41,31,Jefferson,OR,Oregon
2223,41,33,Josephine,OR,Oregon
2224,41,35,Klamath,OR,Oregon
2225,41,37,Lake,OR,Oregon
2226,41,39,Lane,OR,Oregon
2227,41,41,Lincoln,OR,Oregon
2228,41,43,Linn,OR,Oregon
2229,41,45,Malheur,OR,Oregon
2230,41,47,Marion,OR,Oregon
2231,41,49,Morrow,OR,Oregon
2232,41,51,Multnomah,OR,Oregon
2233,41,53,Polk,OR,Oregon
2234,41,55,Sherman,OR,Oregon
2235,41,57,Tillamook,OR,Oregon
2236,41,59,Umatilla,OR,Oregon
2237,41,61,Union,OR,Oregon
2238,41,63,Wallowa,OR,Oregon
2239,41,65,Wasco,OR,Oregon
2240,41,67,Washington,OR,Oregon
2241,41,69,Wheeler,OR,Oregon
2242,41,71,Yamhill,OR,Oregon
2243,42,1,Adams,PA,Pennsylvania
2244,42,3,Allegheny,PA,Pennsylvania
2245,42,5,Armstrong,PA,Pennsylvania
2246,42,7,Beaver,PA,Pennsylvania
2247,42,9,Bedford,PA,Pennsylvania
2248,42,11,Berks,PA,Pennsylvania
2249,42,13,Blair,PA,Pennsylvania
2250,42,15,Bradford,PA,Pennsylvania
2251,42,17,Bucks,PA,Pennsylvania
2252,42,19,Butler,PA,Pennsylvania
2253,42,21,Cambria,PA,Pennsylvania
2254,42,23,Cameron,PA,Pennsylvania
2255,42,25,Carbon,PA,Pennsylvania
2256,42,27,Centre,PA,Pennsylvania
2257,42,29,Chester,PA,Pennsylvania
2258,42,31,Clarion,PA,Pennsylvania
2259,42,33,Clearfield,PA,Pennsylvania
2260,42,35,Clinton,PA,Pennsylvania
2261,42,37,Columbia,PA,Pennsylvania
2262,42,39,Crawford,PA,Pennsylvania
2263,42,41,Cumberland,PA,Pennsylvania
2264,42,43,Dauphin,PA,Pennsylvania
2265,42,45,Delaware,PA,Pennsylvania
2266,42,47,Elk,PA,Pennsylvania
2267,42,49,Erie,PA,Pennsylvania
2268,42,51,Fayette,PA,Pennsylvania
2269,42,53,Forest,PA,Pennsylvania
2270,42,55,Franklin,PA,Pennsylvania
2271,42,57,Fulton,PA,Pennsylvania
2272,42,59,Greene,PA,Pennsylvania
2273,42,61,Huntingdon,PA,Pennsylvania
2274,42,63,Indiana,PA,Pennsylvania
2275,42,65,Jefferson,PA,Pennsylvania
2276,42,67,Juniata,PA,Pennsylvania
2277,42,69,Lackawanna,PA,Pennsylvania
2278,42,71,Lancaster,PA,Pennsylvania
2279,42,73,Lawrence,PA,Pennsylvania
2280,42,75,Lebanon,PA,Pennsylvania
2281,42,77,Lehigh,PA,Pennsylvania
2282,42,79,Luzerne,PA,Pennsylvania
2283,42,81,Lycoming,PA,Pennsylvania
2284,42,83,McKean,PA,Pennsylvania
2285,42,85,Mercer,PA,Pennsylvania
2286,42,87,Mifflin,PA,Pennsylvania
2287,42,89,Monroe,PA,Pennsylvania
2288,42,91,Montgomery,PA,Pennsylvania
2289,42,93,Montour,PA,Pennsylvania
2290,42,95,Northampton,PA,Pennsylvania
2291,42,97,Northumberland,PA,Pennsylvania
2292,42,99,Perry,PA,Pennsylvania
2293,42,101,Philadelphia,PA,Pennsylvania
2294,42,103,Pike,PA,Pennsylvania
2295,42,105,Potter,PA,Pennsylvania
2296,42,107,Schuylkill,PA,Pennsylvania
2297,42,109,Snyder,PA,Pennsylvania
2298,42,111,Somerset,PA,Pennsylvania
2299,42,113,Sullivan,PA,Pennsylvania
2300,42,115,Susquehanna,PA,Pennsylvania
2301,42,117,Tioga,PA,Pennsylvania
2302,42,119,Union,PA,Pennsylvania
2303,42,121,Venango,PA,Pennsylvania
2304,42,123,Warren,PA,Pennsylvania
2305,42,125,Washington,PA,Pennsylvania
2306,42,127,Wayne,PA,Pennsylvania
2307,42,129,Westmoreland,PA,Pennsylvania
2308,42,131,Wyoming,PA,Pennsylvania
2309,42,133,York,PA,Pennsylvania
2310,44,1,Bristol,RI,Rhode Island
2311,44,3,Kent,RI,Rhode Island
2312,44,5,Newport,RI,Rhode Island
2313,44,7,Providence,RI,Rhode Island
2314,44,9,Washington,RI,Rhode Island
2315,45,1,Abbeville,SC,South Carolina
2316,45,3,Aiken,SC,South Carolina
2317,45,5,Allendale,SC,South Carolina
2318,45,7,Anderson,SC,South Carolina
2319,45,9,Bamberg,SC,South Carolina
2320,45,11,Barnwell,SC,South Carolina
2321,45,13,Beaufort,SC,South Carolina
2322,45,15,Berkeley,SC,South Carolina
2323,45,17,Calhoun,SC,South Carolina
2324,45,19,Charleston,SC,South Carolina
2325,45,21,Cherokee,SC,South Carolina
2326,45,23,Chester,SC,South Carolina
2327,45,25,Chesterfield,SC,South Carolina
2328,45,27,Clarendon,SC,South Carolina
2329,45,29,Colleton,SC,South Carolina
2330,45,31,Darlington,SC,South Carolina
2331,45,33,Dillon,SC,South Carolina
2332,45,35,Dorchester,SC,South Carolina
2333,45,37,Edgefield,SC,South Carolina
2334,45,39,Fairfield,SC,South Carolina
2335,45,41,Florence,SC,South Carolina
2336,45,43,Georgetown,SC,South Carolina
2337,45,45,Greenville,SC,South Carolina
2338,45,47,Greenwood,SC,South Carolina
2339,45,49,Hampton,SC,South Carolina
2340,45,51,Horry,SC,South Carolina
2341,45,53,Jasper,SC,South Carolina
2342,45,55,Kershaw,SC,South Carolina
2343,45,57,Lancaster,SC,South Carolina
2344,45,59,Laurens,SC,South Carolina
2345,45,61,Lee,SC,South Carolina
2346,45,63,Lexington,SC,South Carolina
2347,45,65,McCormick,SC,South Carolina
2348,45,67,Marion,SC,South Carolina
2349,45,69,Marlboro,SC,South Carolina
2350,45,71,Newberry,SC,South Carolina
2351,45,73,Oconee,SC,South Carolina
2352,45,75,Orangeburg,SC,South Carolina
2353,45,77,Pickens,SC,South Carolina
2354,45,79,Richland,SC,South Carolina
2355,45,81,Saluda,SC,South Carolina
2356,45,83,Spartanburg,SC,South Carolina
2357,45,85,Sumter,SC,South Carolina
2358,45,87,Union,SC,South Carolina
2359,45,89,Williamsburg,SC,South Carolina
2360,45,91,York,SC,South Carolina
2361,46,3,Aurora,SD,South Dakota
2362,46,5,Beadle,SD,South Dakota
2363,46,7,Bennett,SD,South Dakota
2364,46,9,Bon Homme,SD,South Dakota
2365,46,11,Brookings,SD,South Dakota
2366,46,13,Brown,SD,South Dakota
2367,46,15,Brule,SD,South Dakota
2368,46,17,Buffalo,SD,South Dakota
2369,46,19,Butte,SD,South Dakota
2370,46,21,Campbell,SD,South Dakota
2371,46,23,Charles Mix,SD,South Dakota
2372,46,25,Clark,SD,South Dakota
2373,46,27,Clay,SD,South Dakota
2374,46,29,Codington,SD,South Dakota
2375,46,31,Corson,SD,South Dakota
2376,46,33,Custer,SD,South Dakota
2377,46,35,Davison,SD,South Dakota
2378,46,37,Day,SD,South Dakota
2379,46,39,Deuel,SD,South Dakota
2380,46,41,Dewey,SD,South Dakota
2381,46,43,Douglas,SD,South Dakota
2382,46,45,Edmunds,SD,South Dakota
2383,46,47,Fall River,SD,South Dakota
2384,46,49,Faulk,SD,South Dakota
2385,46,51,Grant,SD,South Dakota
2386,46,53,Gregory,SD,South Dakota
2387,46,55,Haakon,SD,South Dakota
2388,46,57,Hamlin,SD,South Dakota
2389,46,59,Hand,SD,South Dakota
2390,46,61,Hanson,SD,South Dakota
2391,46,63,Harding,SD,South Dakota
2392,46,65,Hughes,SD,South Dakota
2393,46,67,Hutchinson,SD,South Dakota
2394,46,69,Hyde,SD,South Dakota
2395,46,71,Jackson,SD,South Dakota
2396,46,73,Jerauld,SD,South Dakota
2397,46,75,Jones,SD,South Dakota
2398,46,77,Kingsbury,SD,South Dakota
2399,46,79,Lake,SD,South Dakota
2400,46,81,Lawrence,SD,South Dakota
2401,46,83,Lincoln,SD,South Dakota
2402,46,85,Lyman,SD,South Dakota
2403,46,87,McCook,SD,South Dakota
2404,46,89,McPherson,SD,South Dakota
2405,46,91,Marshall,SD,South Dakota
2406,46,93,Meade,SD,South Dakota
2407,46,95,Mellette,SD,South Dakota
2408,46,97,Miner,SD,South Dakota
2409,46,99,Minnehaha,SD,South Dakota
2410,46,101,Moody,SD,South Dakota
2411,46,103,Pennington,SD,South Dakota
2412,46,105,Perkins,SD,South Dakota
2413,46,107,Potter,SD,South Dakota
2414,46,109,Roberts,SD,South Dakota
2415,46,111,Sanborn,SD,South Dakota
2416,46,113,Shannon,SD,South Dakota
2417,46,115,Spink,SD,South Dakota
2418,46,117,Stanley,SD,South Dakota
2419,46,119,Sully,SD,South Dakota
2420,46,121,Todd,SD,South Dakota
2421,46,123,Tripp,SD,South Dakota
2422,46,125,Turner,SD,South Dakota
2423,46,127,Union,SD,South Dakota
2424,46,129,Walworth,SD,South Dakota
2425,46,135,Yankton,SD,South Dakota
2426,46,137,Ziebach,SD,South Dakota
2427,47,1,Anderson,TN,Tennessee
2428,47,3,Bedford,TN,Tennessee
2429,47,5,Benton,TN,Tennessee
2430,47,7,Bledsoe,TN,Tennessee
2431,47,9,Blount,TN,Tennessee
2432,47,11,Bradley,TN,Tennessee
2433,47,13,Campbell,TN,Tennessee
2434,47,15,Cannon,TN,Tennessee
2435,47,17,Carroll,TN,Tennessee
2436,47,19,Carter,TN,Tennessee
2437,47,21,Cheatham,TN,Tennessee
2438,47,23,Chester,TN,Tennessee
2439,47,25,Claiborne,TN,Tennessee
2440,47,27,Clay,TN,Tennessee
2441,47,29,Cocke,TN,Tennessee
2442,47,31,Coffee,TN,Tennessee
2443,47,33,Crockett,TN,Tennessee
2444,47,35,Cumberland,TN,Tennessee
2445,47,37,Davidson,TN,Tennessee
2446,47,39,Decatur,TN,Tennessee
2447,47,41,DeKalb,TN,Tennessee
2448,47,43,Dickson,TN,Tennessee
2449,47,45,Dyer,TN,Tennessee
2450,47,47,Fayette,TN,Tennessee
2451,47,49,Fentress,TN,Tennessee
2452,47,51,Franklin,TN,Tennessee
2453,47,53,Gibson,TN,Tennessee
2454,47,55,Giles,TN,Tennessee
2455,47,57,Grainger,TN,Tennessee
2456,47,59,Greene,TN,Tennessee
2457,47,61,Grundy,TN,Tennessee
2458,47,63,Hamblen,TN,Tennessee
2459,47,65,Hamilton,TN,Tennessee
2460,47,67,Hancock,TN,Tennessee
2461,47,69,Hardeman,TN,Tennessee
2462,47,71,Hardin,TN,Tennessee
2463,47,73,Hawkins,TN,Tennessee
2464,47,75,Haywood,TN,Tennessee
2465,47,77,Henderson,TN,Tennessee
2466,47,79,Henry,TN,Tennessee
2467,47,81,Hickman,TN,Tennessee
2468,47,83,Houston,TN,Tennessee
2469,47,85,Humphreys,TN,Tennessee
2470,47,87,Jackson,TN,Tennessee
2471,47,89,Jefferson,TN,Tennessee
2472,47,91,Johnson,TN,Tennessee
2473,47,93,Knox,TN,Tennessee
2474,47,95,Lake,TN,Tennessee
2475,47,97,Lauderdale,TN,Tennessee
2476,47,99,Lawrence,TN,Tennessee
2477,47,101,Lewis,TN,Tennessee
2478,47,103,Lincoln,TN,Tennessee
2479,47,105,Loudon,TN,Tennessee
2480,47,107,McMinn,TN,Tennessee
2481,47,109,McNairy,TN,Tennessee
2482,47,111,Macon,TN,Tennessee
2483,47,113,Madison,TN,Tennessee
2484,47,115,Marion,TN,Tennessee
2485,47,117,Marshall,TN,Tennessee
2486,47,119,Maury,TN,Tennessee
2487,47,121,Meigs,TN,Tennessee
2488,47,123,Monroe,TN,Tennessee
2489,47,125,Montgomery,TN,Tennessee
2490,47,127,Moore,TN,Tennessee
2491,47,129,Morgan,TN,Tennessee
2492,47,131,Obion,TN,Tennessee
2493,47,133,Overton,TN,Tennessee
2494,47,135,Perry,TN,Tennessee
2495,47,137,Pickett,TN,Tennessee
2496,47,139,Polk,TN,Tennessee
2497,47,141,Putnam,TN,Tennessee
2498,47,143,Rhea,TN,Tennessee
2499,47,145,Roane,TN,Tennessee
2500,47,147,Robertson,TN,Tennessee
2501,47,149,Rutherford,TN,Tennessee
2502,47,151,Scott,TN,Tennessee
2503,47,153,Sequatchie,TN,Tennessee
2504,47,155,Sevier,TN,Tennessee
2505,47,157,Shelby,TN,Tennessee
2506,47,159,Smith,TN,Tennessee
2507,47,161,Stewart,TN,Tennessee
2508,47,163,Sullivan,TN,Tennessee
2509,47,165,Sumner,TN,Tennessee
2510,47,167,Tipton,TN,Tennessee
2511,47,169,Trousdale,TN,Tennessee
2512,47,171,Unicoi,TN,Tennessee
2513,47,173,Union,TN,Tennessee
2514,47,175,Van Buren,TN,Tennessee
2515,47,177,Warren,TN,Tennessee
2516,47,179,Washington,TN,Tennessee
2517,47,181,Wayne,TN,Tennessee
2518,47,183,Weakley,TN,Tennessee
2519,47,185,White,TN,Tennessee
2520,47,187,Williamson,TN,Tennessee
2521,47,189,Wilson,TN,Tennessee
2522,48,1,Anderson,TX,Texas
2523,48,3,Andrews,TX,Texas
2524,48,5,Angelina,TX,Texas
2525,48,7,Aransas,TX,Texas
2526,48,9,Archer,TX,Texas
2527,48,11,Armstrong,TX,Texas
2528,48,13,Atascosa,TX,Texas
2529,48,15,Austin,TX,Texas
2530,48,17,Bailey,TX,Texas
2531,48,19,Bandera,TX,Texas
2532,48,21,Bastrop,TX,Texas
2533,48,23,Baylor,TX,Texas
2534,48,25,Bee,TX,Texas
2535,48,27,Bell,TX,Texas
2536,48,29,Bexar,TX,Texas
2537,48,31,Blanco,TX,Texas
2538,48,33,Borden,TX,Texas
2539,48,35,Bosque,TX,Texas
2540,48,37,Bowie,TX,Texas
2541,48,39,Brazoria,TX,Texas
2542,48,41,Brazos,TX,Texas
2543,48,43,Brewster,TX,Texas
2544,48,45,Briscoe,TX,Texas
2545,48,47,Brooks,TX,Texas
2546,48,49,Brown,TX,Texas
2547,48,51,Burleson,TX,Texas
2548,48,53,Burnet,TX,Texas
2549,48,55,Caldwell,TX,Texas
2550,48,57,Calhoun,TX,Texas
2551,48,59,Callahan,TX,Texas
2552,48,61,Cameron,TX,Texas
2553,48,63,Camp,TX,Texas
2554,48,65,Carson,TX,Texas
2555,48,67,Cass,TX,Texas
2556,48,69,Castro,TX,Texas
2557,48,71,Chambers,TX,Texas
2558,48,73,Cherokee,TX,Texas
2559,48,75,Childress,TX,Texas
2560,48,77,Clay,TX,Texas
2561,48,79,Cochran,TX,Texas
2562,48,81,Coke,TX,Texas
2563,48,83,Coleman,TX,Texas
2564,48,85,Collin,TX,Texas
2565,48,87,Collingsworth,TX,Texas
2566,48,89,Colorado,TX,Texas
2567,48,91,Comal,TX,Texas
2568,48,93,Comanche,TX,Texas
2569,48,95,Concho,TX,Texas
2570,48,97,Cooke,TX,Texas
2571,48,99,Coryell,TX,Texas
2572,48,101,Cottle,TX,Texas
2573,48,103,Crane,TX,Texas
2574,48,105,Crockett,TX,Texas
2575,48,107,Crosby,TX,Texas
2576,48,109,Culberson,TX,Texas
2577,48,111,Dallam,TX,Texas
2578,48,113,Dallas,TX,Texas
2579,48,115,Dawson,TX,Texas
2580,48,117,Deaf Smith,TX,Texas
2581,48,119,Delta,TX,Texas
2582,48,121,Denton,TX,Texas
2583,48,123,DeWitt,TX,Texas
2584,48,125,Dickens,TX,Texas
2585,48,127,Dimmit,TX,Texas
2586,48,129,Donley,TX,Texas
2587,48,131,Duval,TX,Texas
2588,48,133,Eastland,TX,Texas
2589,48,135,Ector,TX,Texas
2590,48,137,Edwards,TX,Texas
2591,48,139,Ellis,TX,Texas
2592,48,141,El Paso,TX,Texas
2593,48,143,Erath,TX,Texas
2594,48,145,Falls,TX,Texas
2595,48,147,Fannin,TX,Texas
2596,48,149,Fayette,TX,Texas
2597,48,151,Fisher,TX,Texas
2598,48,153,Floyd,TX,Texas
2599,48,155,Foard,TX,Texas
2600,48,157,Fort Bend,TX,Texas
2601,48,159,Franklin,TX,Texas
2602,48,161,Freestone,TX,Texas
2603,48,163,Frio,TX,Texas
2604,48,165,Gaines,TX,Texas
2605,48,167,Galveston,TX,Texas
2606,48,169,Garza,TX,Texas
2607,48,171,Gillespie,TX,Texas
2608,48,173,Glasscock,TX,Texas
2609,48,175,Goliad,TX,Texas
2610,48,177,Gonzales,TX,Texas
2611,48,179,Gray,TX,Texas
2612,48,181,Grayson,TX,Texas
2613,48,183,Gregg,TX,Texas
2614,48,185,Grimes,TX,Texas
2615,48,187,Guadalupe,TX,Texas
2616,48,189,Hale,TX,Texas
2617,48,191,Hall,TX,Texas
2618,48,193,Hamilton,TX,Texas
2619,48,195,Hansford,TX,Texas
2620,48,197,Hardeman,TX,Texas
2621,48,199,Hardin,TX,Texas
2622,48,201,Harris,TX,Texas
2623,48,203,Harrison,TX,Texas
2624,48,205,Hartley,TX,Texas
2625,48,207,Haskell,TX,Texas
2626,48,209,Hays,TX,Texas
2627,48,211,Hemphill,TX,Texas
2628,48,213,Henderson,TX,Texas
2629,48,215,Hidalgo,TX,Texas
2630,48,217,Hill,TX,Texas
2631,48,219,Hockley,TX,Texas
2632,48,221,Hood,TX,Texas
2633,48,223,Hopkins,TX,Texas
2634,48,225,Houston,TX,Texas
2635,48,227,Howard,TX,Texas
2636,48,229,Hudspeth,TX,Texas
2637,48,231,Hunt,TX,Texas
2638,48,233,Hutchinson,TX,Texas
2639,48,235,Irion,TX,Texas
2640,48,237,Jack,TX,Texas
2641,48,239,Jackson,TX,Texas
2642,48,241,Jasper,TX,Texas
2643,48,243,Jeff Davis,TX,Texas
2644,48,245,Jefferson,TX,Texas
2645,48,247,Jim Hogg,TX,Texas
2646,48,249,Jim Wells,TX,Texas
2647,48,251,Johnson,TX,Texas
2648,48,253,Jones,TX,Texas
2649,48,255,Karnes,TX,Texas
2650,48,257,Kaufman,TX,Texas
2651,48,259,Kendall,TX,Texas
2652,48,261,Kenedy,TX,Texas
2653,48,263,Kent,TX,Texas
2654,48,265,Kerr,TX,Texas
2655,48,267,Kimble,TX,Texas
2656,48,269,King,TX,Texas
2657,48,271,Kinney,TX,Texas
2658,48,273,Kleberg,TX,Texas
2659,48,275,Knox,TX,Texas
2660,48,277,Lamar,TX,Texas
2661,48,279,Lamb,TX,Texas
2662,48,281,Lampasas,TX,Texas
2663,48,283,La Salle,TX,Texas
2664,48,285,Lavaca,TX,Texas
2665,48,287,Lee,TX,Texas
2666,48,289,Leon,TX,Texas
2667,48,291,Liberty,TX,Texas
2668,48,293,Limestone,TX,Texas
2669,48,295,Lipscomb,TX,Texas
2670,48,297,Live Oak,TX,Texas
2671,48,299,Llano,TX,Texas
2672,48,301,Loving,TX,Texas
2673,48,303,Lubbock,TX,Texas
2674,48,305,Lynn,TX,Texas
2675,48,307,McCulloch,TX,Texas
2676,48,309,McLennan,TX,Texas
2677,48,311,McMullen,TX,Texas
2678,48,313,Madison,TX,Texas
2679,48,315,Marion,TX,Texas
2680,48,317,Martin,TX,Texas
2681,48,319,Mason,TX,Texas
2682,48,321,Matagorda,TX,Texas
2683,48,323,Maverick,TX,Texas
2684,48,325,Medina,TX,Texas
2685,48,327,Menard,TX,Texas
2686,48,329,Midland,TX,Texas
2687,48,331,Milam,TX,Texas
2688,48,333,Mills,TX,Texas
2689,48,335,Mitchell,TX,Texas
2690,48,337,Montague,TX,Texas
2691,48,339,Montgomery,TX,Texas
2692,48,341,Moore,TX,Texas
2693,48,343,Morris,TX,Texas
2694,48,345,Motley,TX,Texas
2695,48,347,Nacogdoches,TX,Texas
2696,48,349,Navarro,TX,Texas
2697,48,351,Newton,TX,Texas
2698,48,353,Nolan,TX,Texas
2699,48,355,Nueces,TX,Texas
2700,48,357,Ochiltree,TX,Texas
2701,48,359,Oldham,TX,Texas
2702,48,361,Orange,TX,Texas
2703,48,363,Palo Pinto,TX,Texas
2704,48,365,Panola,TX,Texas
2705,48,367,Parker,TX,Texas
2706,48,369,Parmer,TX,Texas
2707,48,371,Pecos,TX,Texas
2708,48,373,Polk,TX,Texas
2709,48,375,Potter,TX,Texas
2710,48,377,Presidio,TX,Texas
2711,48,379,Rains,TX,Texas
2712,48,381,Randall,TX,Texas
2713,48,383,Reagan,TX,Texas
2714,48,385,Real,TX,Texas
2715,48,387,Red River,TX,Texas
2716,48,389,Reeves,TX,Texas
2717,48,391,Refugio,TX,Texas
2718,48,393,Roberts,TX,Texas
2719,48,395,Robertson,TX,Texas
2720,48,397,Rockwall,TX,Texas
2721,48,399,Runnels,TX,Texas
2722,48,401,Rusk,TX,Texas
2723,48,403,Sabine,TX,Texas
2724,48,405,San Augustine,TX,Texas
2725,48,407,San Jacinto,TX,Texas
2726,48,409,San Patricio,TX,Texas
2727,48,411,San Saba,TX,Texas
2728,48,413,Schleicher,TX,Texas
2729,48,415,Scurry,TX,Texas
2730,48,417,Shackelford,TX,Texas
2731,48,419,Shelby,TX,Texas
2732,48,421,Sherman,TX,Texas
